Offset(P)            #Ptr   #Hnd Access Name
0x000000000225ef90      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x000000000225f548      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\wpa.dbl
0x000000000225fb50      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cfgmgr32.dll
0x0000000002262900      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x0000000002264808      2      1 R--rw- \Device\HarddiskVolume1\Program Files\NetMeeting
0x00000000022648a0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\pchealth\helpctr\binaries
0x0000000002265a40      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\batmeter.dll
0x0000000002277d10      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\hid.dll
0x00000000022783f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system.ini
0x000000000227b780      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wucltui.dll
0x000000000227e338      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\pjlmon.dll
0x000000000227f950      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\Accessibility\desktop.ini
0x000000000227fb28      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x0000000002280478      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Administrative Tools\Services.lnk
0x0000000002280810      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\moricons.dll
0x0000000002280b60      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\donny\Start Menu\Programs\Accessories\Accessibility\Utility Manager.lnk
0x0000000002282728      1      0 RW-rwd \Device\HarddiskVolume1\Documents and Settings\NetworkService\Local Settings\desktop.ini
0x0000000002282ae8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasdlg.dll
0x0000000002282f90      3      1 ------ \Device\NamedPipe\net\NtControlPipe11
0x0000000002284448      1      1 ------ \Device\NamedPipe\net\NtControlPipe0
0x0000000002285518      1      1 ------ \Device\NamedPipe\net\NtControlPipe1
0x0000000002285eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msprivs.dll
0x00000000022862a0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\webcheck.dll
0x0000000002286460      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\usbmon.dll
0x0000000002286cc0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\inetpp.dll
0x0000000002288980      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x000000000228af90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\vga.dll
0x000000000228f988      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\authz.dll
0x000000000228faf0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winlogon.exe
0x000000000228fbe0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\vga64k.dll
0x000000000228fcd8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\vga256.dll
0x000000000228fde8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000002291f38      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\framebuf.dll
0x0000000002292c40      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x000000000229a308      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x000000000229ba88      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\nddeapi.dll
0x000000000229e338      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000229ec48      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winsta.dll
0x000000000229ed70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\setupapi.dll
0x000000000229f028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sfc.dll
0x000000000229f198      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\regapi.dll
0x000000000229f270      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\psapi.dll
0x000000000229fa60      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netapi32.dll
0x000000000229ff90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\profmap.dll
0x00000000022a0f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msgina.dll
0x00000000022a1028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\lsass.exe
0x00000000022a1110      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\MSCTFIME.IME
0x00000000022a1238      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-388-0
0x00000000022a1620      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\kbdus.dll
0x00000000022a1740      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\imm32.dll
0x00000000022a1850      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ws2help.dll
0x00000000022a32e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ws2_32.dll
0x00000000022a3830      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wintrust.dll
0x00000000022a4110      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\services.exe
0x00000000022a50e0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000022a6d20      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Python 2.7\Module Docs.lnk
0x00000000022a6f28      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\donny\Start Menu\Programs\Accessories\Synchronize.lnk
0x00000000022a7148      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\notepad.exe
0x00000000022a7340      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\linkinfo.dll
0x00000000022a7568      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\framd.ttf
0x00000000022a7b98      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasdlg.dll
0x00000000022a7e60      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\inetpp.dll
0x00000000022a8088      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netrap.dll
0x00000000022a82a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\win32spl.dll
0x00000000022a84d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\batmeter.dll
0x00000000022a86f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\stobject.dll
0x00000000022a8960      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mlang.dll
0x00000000022a8bb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\webcheck.dll
0x00000000022a8f28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Media\Windows XP Balloon.wav
0x00000000022a9150      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\usbmon.dll
0x00000000022a9368      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\tcpmon.dll
0x00000000022a9590      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\pjlmon.dll
0x00000000022a9760      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cnbjmon.dll
0x00000000022a9930      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\localspl.dll
0x00000000022a9be8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\spoolss.dll
0x00000000022a9e48      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ssdpsrv.dll
0x00000000022aa350      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\drivers\disdn
0x00000000022aa4e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ssdpapi.dll
0x00000000022aa728      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\tapisrv.dll
0x00000000022aab28      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000022aabc0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\ime\SPTIP.dll
0x00000000022aaeb0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wscntfy.exe
0x00000000022ab1e8      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Startup\desktop.ini
0x00000000022ab418      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\System Tools\Security Center.lnk
0x00000000022ab610      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\System Tools\Disk Cleanup.lnk
0x00000000022abb70      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000022abe00      1      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\SoftwareDistribution\ReportingEvents.log
0x00000000022ac060      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000022ac0f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\en-US\ieframe.dll.mui
0x00000000022ac450      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000022ac4e8      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Python 2.7\Uninstall Python.lnk
0x00000000022ac6e0      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Documents\desktop.ini
0x00000000022ac8d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netcfgx.dll
0x00000000022acb00      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000022acc68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\alg.exe
0x00000000022aceb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\verclsid.exe
0x00000000022ad258      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000022ad2f0      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\calc.exe
0x00000000022ad620      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000022ad6b8      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\ntbackup.exe
0x00000000022ad9e8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000022ada80      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\sndrec32.exe
0x00000000022adc78      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\donny\Recent\Desktop.ini
0x00000000022ae028      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Administrative Tools\Performance.lnk
0x00000000022ae218      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000022ae2b0      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\shimgvw.dll
0x00000000022ae5e0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000022aea68      1      0 R--rw- \Device\HarddiskVolume1\Program Files\Outlook Express\wab.exe
0x00000000022aed98      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000022aee30      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.GdiPlus_6595b64144ccf1df_1.0.6002.23084_x-ww_f3f35550
0x00000000022af208      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\donny\My Documents\My Music\Desktop.ini
0x00000000022af400      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\compatUI.dll
0x00000000022af5f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntshrui.dll
0x00000000022af978      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000022afa10      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\utilman.exe
0x00000000022afbe0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\taskkill.exe
0x00000000022afdd8      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Windows Movie Maker.lnk
0x00000000022aff90      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\donny\Start Menu\Programs\Internet Explorer.lnk
0x00000000022b02b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\resutils.dll
0x00000000022b04d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\clusapi.dll
0x00000000022b0700      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wsock32.dll
0x00000000022b0920      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mtxclu.dll
0x00000000022b0b50      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\colbact.dll
0x00000000022b0d78      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comsvcs.dll
0x00000000022b1148      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000022b11e0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\ntlsapi.dll
0x00000000022b1520      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\lz32.dll
0x00000000022b15b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemcons.dll
0x00000000022b17b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msutb.dll
0x00000000022b1af8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\actxprxy.dll
0x00000000022b1cc8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mstlsapi.dll
0x00000000022b1e98      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\icaapi.dll
0x00000000022b2028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuauclt.exe
0x00000000022b20e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\termsrv.dll
0x00000000022b2448      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\ncprov.dll
0x00000000022b2698      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuapi.dll
0x00000000022b2a18      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\browser.dll
0x00000000022b2c80      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dssenh.dll
0x00000000022b3508      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wups2.dll
0x00000000022b3750      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wups.dll
0x00000000022b3b78      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemess.dll
0x00000000022b3d00      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\040D
0x00000000022b3dc0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\040C
0x00000000022b3f28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmiprvsd.dll
0x00000000022b4810      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\fldrclnr.dll
0x00000000022b5028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cabinet.dll
0x00000000022b52a0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000022b5338      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA
0x00000000022b5530      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x00000000022b5728      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\repdrvfs.dll
0x00000000022b5a50      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmiutils.dll
0x00000000022b5c20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemsvc.dll
0x00000000022b5e70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mspatcha.dll
0x00000000022b6028      1      1 ------ \Device\Afd\Endpoint
0x00000000022b62d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winhttp.dll
0x00000000022b65f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuaueng.dll
0x00000000022b6e70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuauserv.dll
0x00000000022b7330      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\fastprox.dll
0x00000000022b77f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\esscli.dll
0x00000000022b7b38      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemcore.dll
0x00000000022b7f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemcomn.dll
0x00000000022b8028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\seclogon.dll
0x00000000022b8280      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemprox.dll
0x00000000022b84a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msi.dll
0x00000000022b8740      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wscsvc.dll
0x00000000022b8938      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\trkwks.dll
0x00000000022b8b88      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\srsvc.dll
0x00000000022b8e40      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sens.dll
0x00000000022b9288      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\regsvc.dll
0x00000000022b94b0      2      1 RW-rw- \Device\NamedPipe\
0x00000000022b9960      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\psbase.dll
0x00000000022b9b88      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\pstorsvc.dll
0x00000000022b9db0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netmsg.dll
0x00000000022b9f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winipsec.dll
0x00000000022ba1f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\oakley.dll
0x00000000022ba450      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ipsecsvc.dll
0x00000000022ba6a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\srvsvc.dll
0x00000000022baa88      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000022bab20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\pchealth\helpctr\binaries\pchsvc.dll
0x00000000022bad60      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ersvc.dll
0x00000000022baf90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dmserver.dll
0x00000000022bb1d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\certcli.dll
0x00000000022bb400      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cryptsvc.dll
0x00000000022bb7f8      1      0 R--r-- \Device\HarddiskVolume1\Intel\ivecuqmanpnirkt615\00000000.pky
0x00000000022bb9c8      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\History\History.IE5\index.dat
0x00000000022bbbd8      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\LocalService\Cookies\index.dat
0x00000000022bbde8      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\Temporary Internet Files\Content.IE5\index.dat
0x00000000022bbf90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\webclnt.dll
0x00000000022bc200      1      1 ------ \Device\NamedPipe\net\NtControlPipe8
0x00000000022bc310      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sfc_os.dll
0x00000000022bc688      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000022bcc50      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\midimap.dll
0x00000000022bce70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msacm32.drv
0x00000000022bd0d0      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mstsc.exe
0x00000000022bd2c8      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\BrowserChoice.exe
0x00000000022bd3d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\odbc32.dll
0x00000000022bd610      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mspaint.exe
0x00000000022bd868      2      1 ------ \Device\NTPNP_PCI0006\Topology
0x00000000022bdac8      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mydocs.dll
0x00000000022bddd0      1      0 ------ \Device\KSENUM#00000002\{9B365890-165F-11D0-A195-0020AFD156E4}
0x00000000022bdf90      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\accwiz.exe
0x00000000022be268      1      1 ------ \Device\KSENUM#00000001\{9B365890-165F-11D0-A195-0020AFD156E4}
0x00000000022be500      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wdmaud.drv
0x00000000022be730      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\donny\Application Data\Microsoft\Protect\CREDHIST
0x00000000022bea60      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000022beaf8      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\donny\Application Data\Microsoft\Protect\S-1-5-21-602162358-764733703-1957994488-1003\f6ef8b17-2d2e-43f2-ad8d-55572ca41909
0x00000000022becf0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wkssvc.dll
0x00000000022bee00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202\comctl32.dll
0x00000000022bef28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\audiosrv.dll
0x00000000022bf038      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000022bf350      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\spoolsv.exe
0x00000000022bf598      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msidle.dll
0x00000000022bf9a0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\schedsvc.dll
0x00000000022c0110      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\stdole2.tlb
0x00000000022c02e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\vssapi.dll
0x00000000022c05e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmisvc.dll
0x00000000022c08d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\framdit.ttf
0x00000000022c0b00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\MSIMTF.dll
0x00000000022c0cf8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\themeui.dll
0x00000000022c1028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\eappcfg.dll
0x00000000022c10d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\desk.cpl
0x00000000022c12a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shdocvw.dll
0x00000000022c16f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\browseui.dll
0x00000000022c1808      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000022c1950      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna\luna.msstyles
0x00000000022c1bf0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wzcsapi.dll
0x00000000022c1e20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\eappprxy.dll
0x00000000022c2028      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\donny\Start Menu\Programs\Accessories\Accessibility\Narrator.lnk
0x00000000022c22d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\onex.dll
0x00000000022c2508      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dot3dlg.dll
0x00000000022c26d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\credui.dll
0x00000000022c2930      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\Communications\New Connection Wizard.lnk
0x00000000022c2d60      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netman.dll
0x00000000022c3028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasapi32.dll
0x00000000022c34e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\raschap.dll
0x00000000022c3740      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\riched20.dll
0x00000000022c3968      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\arialbi.ttf
0x00000000022c3bc8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\tapi32.dll
0x00000000022c3df8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasman.dll
0x00000000022c4240      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\adsldpc.dll
0x00000000022c4480      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\activeds.dll
0x00000000022c46b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mprapi.dll
0x00000000022c48e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cryptui.dll
0x00000000022c4b30      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rastls.dll
0x00000000022c4d98      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\Microsoft\Protect\S-1-5-18\User\68fa1b6e-57a3-4316-98e3-8fa780aa107b
0x00000000022c4f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\arial.ttf
0x00000000022c5290      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\userinit.exe
0x00000000022c54d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\secupd.dat
0x00000000022c56d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\secupd.sig
0x00000000022c58d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\oembios.dat
0x00000000022c5ad0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\oembios.sig
0x00000000022c5cd0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dpcdll.dll
0x00000000022c5f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\powrprof.dll
0x00000000022c6c80      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cscui.dll
0x00000000022c6f90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000022c70e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Web\Wallpaper\Bliss.bmp
0x00000000022c72b0      1      0 R----- \Device\HarddiskVolume1\Intel\ivecuqmanpnirkt615\msg\m_english.wnry
0x00000000022c74a8      1      0 RW-rwd \Device\HarddiskVolume1\Documents and Settings\donny\Local Settings\desktop.ini
0x00000000022c75b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shsvcs.dll
