Volatility 3 Framework 2.10.0

PID	Process	Offset	HandleValue	Type	GrantedAccess	Name
4	System	0x83056b2c2080	0xf40	Process	0x102a	svchost.exe Pid 1288
4	System	0x830563ef6a80	0xf44	ALPC Port	0x1f0001	
4	System	0x83056b2c2080	0xf48	Process	0x102a	svchost.exe Pid 1288
4	System	0x83056b2c2080	0xf4c	Process	0x102a	svchost.exe Pid 1288
4	System	0x83056b5270c0	0xf50	Process	0x102a	spoolsv.exe Pid 1876
4	System	0xe7860ae275b0	0xf54	Token	0xf01ff	
4	System	0xe7860ad80ad0	0xf58	Token	0xe	
4	System	0x83056b507de0	0xf5c	Event	0x100003	LanmanServerAnnounceEvent
4	System	0x83056b3cd080	0xf60	Process	0x102a	svchost.exe Pid 1732
4	System	0x83056b59c080	0xf64	Process	0x102a	svchost.exe Pid 1940
4	System	0x83056b59c080	0xf68	Process	0x1fffff	svchost.exe Pid 1940
4	System	0x83056b48fc00	0xf6c	IoCompletion	0x1f0003	
4	System	0x83056b4ea4f0	0xf70	WaitCompletionPacket	0x1	
4	System	0x83056e4d82d0	0xf74	File	0x12019f	\Device\Tcp
4	System	0x83056b2c2080	0xf78	Process	0x102a	svchost.exe Pid 1288
4	System	0x83056b3cd080	0xf7c	Process	0x102a	svchost.exe Pid 1732
4	System	0x83056b5b6080	0xf80	Thread	0x0	Tid 1956 Pid 4
4	System	0x83056b57c540	0xf84	File	0x120116	\Device\Mup
4	System	0x83056b57e4e0	0xf88	File	0x120116	\Device\Mup
4	System	0x830569e21510	0xf8c	ALPC Port	0x1f0001	
4	System	0x83056b85d080	0xf94	Process	0x102a	OfficeClickToR Pid 2072
4	System	0x83056c4ab6e0	0xf98	Event	0x1f0003	
4	System	0x83056b2460c0	0xf9c	Process	0x102a	svchost.exe Pid 1172
4	System	0x83056b3cd080	0xfa0	Process	0x102a	svchost.exe Pid 1732
4	System	0x83056b3cd080	0xfa4	Process	0x102a	svchost.exe Pid 1732
4	System	0x83056b1750c0	0xfa8	Process	0x102a	svchost.exe Pid 472
4	System	0x83056b2460c0	0xfac	Process	0x102a	svchost.exe Pid 1172
4	System	0x83056bde8080	0xfb0	Process	0x102a	dasHost.exe Pid 2476
4	System	0xe7860b27a770	0xfb4	Token	0xe	
4	System	0x83056e3d30e0	0xfb8	Event	0x1f0003	
4	System	0x830565845df0	0xfbc	WaitCompletionPacket	0x1	
4	System	0x83056c38d140	0xfc0	IoCompletion	0x1f0003	
4	System	0x83056e61bf10	0xfc4	WaitCompletionPacket	0x1	
4	System	0x83056f420ee0	0xfc8	Event	0x1f0003	
4	System	0x83056f446a40	0xfcc	IoCompletion	0x1f0003	
4	System	0x83056c58ddf0	0xfd4	WaitCompletionPacket	0x1	
4	System	0xe7860b2780a0	0xfdc	Token	0xe	
4	System	0x83056b2460c0	0xfe0	Process	0x102a	svchost.exe Pid 1172
4	System	0x830573f36bf0	0xfe4	WaitCompletionPacket	0x1	
4	System	0xe7860b27a060	0xfe8	Token	0xe	
4	System	0x83056a01f070	0xfec	ALPC Port	0x1f0001	
4	System	0xe7860b279060	0xff0	Token	0xe	
4	System	0xe7860b27b7f0	0x1004	Token	0xe	
4	System	0xe7860b296060	0x101c	Token	0xe	
4	System	0x83056b8eee00	0x1020	IoCompletion	0x1f0003	
4	System	0xe7860b268060	0x102c	Token	0xe	
4	System	0xe7860b294060	0x1038	Token	0xe	
4	System	0x83056b1d10c0	0x103c	Process	0x102a	svchost.exe Pid 1044
4	System	0x83056b872080	0x1040	Process	0x102a	MsMpEng.exe Pid 2168
4	System	0x83056b1d10c0	0x1044	Process	0x102a	svchost.exe Pid 1044
4	System	0x83056b854080	0x1048	Process	0x102a	svchost.exe Pid 1648
4	System	0x83056b85d080	0x104c	Process	0x102a	OfficeClickToR Pid 2072
4	System	0x83056b2460c0	0x1050	Process	0x102a	svchost.exe Pid 1172
4	System	0x83056b854080	0x1054	Process	0x1fffff	svchost.exe Pid 1648
4	System	0x83056b854080	0x1058	Process	0x102a	svchost.exe Pid 1648
4	System	0x83056f4297c0	0x105c	IoCompletion	0x1f0003	
4	System	0x830569cdb300	0x1060	Process	0x102a	powershell.exe Pid 8416
4	System	0x83056ea587f0	0x1064	File	0x0	\Device\NetBT_Tcpip_{6FF37879-61BD-4A50-96EE-BEBE3269C75A}
4	System	0x83056b812710	0x1068	WaitCompletionPacket	0x1	
4	System	0x83056b85d080	0x106c	Process	0x1fffff	OfficeClickToR Pid 2072
4	System	0x83056b51da60	0x1070	Event	0x1f0003	
4	System	0xe7860a69f060	0x1074	Token	0xf01ff	
4	System	0x83056b199080	0x1078	Process	0x1028	svchost.exe Pid 632
4	System	0x83056c78b660	0x107c	Event	0x1f0003	
4	System	0x83056b813410	0x1084	WaitCompletionPacket	0x1	
4	System	0x83056b86a080	0x1088	Process	0x102a	MpDefenderCore Pid 2140
4	System	0x830573f252d0	0x108c	WaitCompletionPacket	0x1	
4	System	0x83056b832280	0x1090	IoCompletion	0x1f0003	
4	System	0x83056b86a080	0x1094	Process	0x1fffff	MpDefenderCore Pid 2140
4	System	0x83056b1d10c0	0x1098	Process	0x102a	svchost.exe Pid 1044
4	System	0x83056b590b90	0x109c	File	0x1f01ff	\Device\Ndis
4	System	0x83056b8b4070	0x10a0	ALPC Port	0x1f0001	
4	System	0x83056b872080	0x10a4	Process	0x1fffff	MsMpEng.exe Pid 2168
4	System	0xe78611788f20	0x10a8	SymbolicLink	0xf0001	Global
4	System	0x83056b872080	0x10b0	Process	0x102a	MsMpEng.exe Pid 2168
4	System	0x83056b872080	0x10b4	Process	0x102a	MsMpEng.exe Pid 2168
4	System	0x83056b96b040	0x10b8	Thread	0x1fffff	Tid 2344 Pid 4
4	System	0x83056b893d30	0x10bc	File	0x12008b	\Device\HarddiskVolume2\ProgramData\Microsoft\Windows\wfp\wfpdiag.etl
4	System	0x83056b876040	0x10c0	Thread	0x1fffff	Tid 2188 Pid 4
4	System	0x83056b86a080	0x10c4	Process	0x102a	MpDefenderCore Pid 2140
4	System	0x830573f4f940	0x10c8	WaitCompletionPacket	0x1	
4	System	0x83056c386ac0	0x10d0	IoCompletion	0x1f0003	
4	System	0xe786090de360	0x10d8	Token	0xf01ff	
4	System	0x83056b51c5e0	0x10dc	Event	0x1f0003	
4	System	0x83056b85d080	0x10e0	Process	0x102a	OfficeClickToR Pid 2072
4	System	0xe7860ad640a0	0x10e4	Key	0x2001f	MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\PARAMETERS
4	System	0xe7860ad64370	0x10e8	Key	0x2001f	MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\PARAMETERS\INTERFACES\{6FF37879-61BD-4A50-96EE-BEBE3269C75A}
4	System	0xe7860b0513f0	0x10ec	Key	0x2001f	MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\PARAMETERS\INTERFACES\{9826A2D3-0D7A-49F5-88CA-0A174ECB006C}
4	System	0xe7860b0532c0	0x10f0	Key	0x2001f	MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\PARAMETERS\INTERFACES\{C59CB711-6098-11ED-BE73-806E6F6E6963}
4	System	0xe7860b054090	0x10f4	Key	0x2001f	MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\PARAMETERS\PERSISTENTROUTES
4	System	0x83056f4cd400	0x10f8	IoCompletion	0x1f0003	
4	System	0x83056cdd44e0	0x10fc	Event	0x1f0003	
4	System	0x83056b853080	0x1100	Process	0x1fffff	svchost.exe Pid 2096
4	System	0x83056b96d070	0x1104	ALPC Port	0x1f0001	
4	System	0x83056b1750c0	0x1108	Process	0x102a	svchost.exe Pid 472
4	System	0x83056b1750c0	0x110c	Process	0x102a	svchost.exe Pid 472
4	System	0x83056a354080	0x1110	Process	0x102a	winlogon.exe Pid 604
4	System	0x83056b1750c0	0x1114	Process	0x102a	svchost.exe Pid 472
4	System	0x83056b1750c0	0x1118	Process	0x102a	svchost.exe Pid 472
4	System	0x83056b853080	0x111c	Process	0x102a	svchost.exe Pid 2096
4	System	0x83056b853080	0x1120	Process	0x102a	svchost.exe Pid 2096
4	System	0x83056dd902c0	0x1124	IoCompletion	0x1f0003	
4	System	0xe7861ad7c070	0x1128	Section	0x17	
4	System	0xe7860b4666e0	0x112c	SymbolicLink	0xf0001	SWD#MSRRAS#MS_NDISWANIPV6#{ad498944-762f-11d0-8dcb-00c04fc3358c}
4	System	0x83056b520a60	0x1130	Event	0x1f0003	
4	System	0x83056b853080	0x1134	Process	0x102a	svchost.exe Pid 2096
4	System	0x83056b8f3d80	0x1138	IoCompletion	0x1f0003	
4	System	0x83056b817780	0x113c	WaitCompletionPacket	0x1	
4	System	0x83056b88feb0	0x1140	File	0x12008b	\Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Support\MpWppCoreTracing-20240919-064642-00000003-100000000.bin
4	System	0x83056b504360	0x1144	Event	0x1f0003	
4	System	0x83056b8f50c0	0x1148	IoCompletion	0x1f0003	
4	System	0x83056b817b90	0x114c	WaitCompletionPacket	0x1	
4	System	0x83056b872080	0x1154	Process	0x102a	MsMpEng.exe Pid 2168
4	System	0xe7860a69f060	0x1158	Token	0xf01ff	
4	System	0xe7860b44f0d0	0x115c	SymbolicLink	0xf0001	SWD#MSRRAS#MS_SSTPMINIPORT#{ad498944-762f-11d0-8dcb-00c04fc3358c}
4	System	0xe7860b44f790	0x1160	SymbolicLink	0xf0001	SWD#MSRRAS#MS_SSTPMINIPORT#{cac88484-7515-4c03-82e6-71a87abac361}
4	System	0x8305658c2240	0x1164	WaitCompletionPacket	0x1	
4	System	0x83056b1750c0	0x1168	Process	0x102a	svchost.exe Pid 472
4	System	0x83056bbfe0a0	0x116c	File	0x12008b	\Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Support\MpWppTracing-20240919-134644-00000003-fffffffeffffffff.bin
4	System	0x83056b462080	0x1170	Process	0x102a	powershell.exe Pid 6304
4	System	0xe7860bff3060	0x1178	Token	0xf01ff	
4	System	0x83056c5709f0	0x1184	WaitCompletionPacket	0x1	
4	System	0x83056b59c080	0x1188	Process	0x1028	svchost.exe Pid 1940
4	System	0x83056c7a6080	0x118c	Process	0x102a	OneDrive.exe Pid 3036
4	System	0x83056b923840	0x1190	File	0x12019f	\Device\NamedPipe\
4	System	0x83056b9c00c0	0x1194	Process	0x1fffff	svchost.exe Pid 2380
4	System	0x83056b922420	0x1198	File	0x13008b	\Device\HarddiskVolume2\Windows\System32\LogFiles\WMI\RtBackup\EtwRTWFP-IPsec Diagnostics.etl
4	System	0x83056b9c00c0	0x119c	Process	0x102a	svchost.exe Pid 2380
4	System	0x83056b59c080	0x11a0	Process	0x102a	svchost.exe Pid 1940
4	System	0x83056b9c00c0	0x11a4	Process	0x102a	svchost.exe Pid 2380
4	System	0xe7860b3b2060	0x11a8	Token	0xe	
4	System	0x83056b94cd60	0x11ac	Event	0x1f0003	
4	System	0x83056b8fb9c0	0x11b0	IoCompletion	0x1f0003	
4	System	0x83056b81d1b0	0x11b4	WaitCompletionPacket	0x1	
4	System	0x83056ba662a0	0x11b8	WaitCompletionPacket	0x1	
4	System	0x83056b854080	0x11bc	Process	0x102a	svchost.exe Pid 1648
4	System	0x83056ba09c00	0x11c0	IoCompletion	0x1f0003	
4	System	0xe7860b4546e0	0x11c4	SymbolicLink	0xf0001	SWD#MSRRAS#MS_L2TPMINIPORT#{cac88484-7515-4c03-82e6-71a87abac361}
4	System	0x83056ba02880	0x11c8	IoCompletion	0x1f0003	
4	System	0x83056b94f260	0x11cc	Event	0x1f0003	
4	System	0x83056b820410	0x11d0	WaitCompletionPacket	0x1	
4	System	0x83056ba2ece0	0x11d4	ALPC Port	0x1f0001	
4	System	0x83056b958ce0	0x11d8	Event	0x1f0003	
4	System	0xe7860b454890	0x11dc	SymbolicLink	0xf0001	SWD#MSRRAS#MS_L2TPMINIPORT#{ad498944-762f-11d0-8dcb-00c04fc3358c}
4	System	0x83056c56dad0	0x11e0	WaitCompletionPacket	0x1	
4	System	0x83056ba4b040	0x11e4	Thread	0x1fffff	Tid 2548 Pid 4
4	System	0x83056ba51040	0x11e8	Thread	0x1fffff	Tid 2556 Pid 4
4	System	0x83056ba50040	0x11ec	Thread	0x1fffff	Tid 2552 Pid 4
4	System	0x83056ba52040	0x11f0	Thread	0x1fffff	Tid 2560 Pid 4
4	System	0x83056ba53040	0x11f4	Thread	0x1fffff	Tid 2564 Pid 4
4	System	0x83056ba54040	0x11f8	Thread	0x1fffff	Tid 2568 Pid 4
4	System	0xe7860b459900	0x1200	SymbolicLink	0xf0001	SWD#MSRRAS#MS_AGILEVPNMINIPORT#{ad498944-762f-11d0-8dcb-00c04fc3358c}
4	System	0xe7860b459990	0x1204	SymbolicLink	0xf0001	SWD#MSRRAS#MS_AGILEVPNMINIPORT#{cac88484-7515-4c03-82e6-71a87abac361}
4	System	0x83056bde8080	0x1208	Process	0x102a	dasHost.exe Pid 2476
4	System	0x83056f4f8f00	0x120c	IoCompletion	0x1f0003	
4	System	0x830569c4b440	0x1210	IoCompletion	0x1f0003	
4	System	0x83056bde8080	0x1214	Process	0x102a	dasHost.exe Pid 2476
4	System	0xe7860b45f0c0	0x1218	SymbolicLink	0xf0001	SWD#MSRRAS#MS_PPTPMINIPORT#{ad498944-762f-11d0-8dcb-00c04fc3358c}
4	System	0x83056b85d080	0x121c	Process	0x102a	OfficeClickToR Pid 2072
4	System	0xe7860b45f150	0x1220	SymbolicLink	0xf0001	SWD#MSRRAS#MS_PPTPMINIPORT#{cac88484-7515-4c03-82e6-71a87abac361}
4	System	0x83056bc4fde0	0x1224	ALPC Port	0x1f0001	
4	System	0x83056ba5ecd0	0x1228	WaitCompletionPacket	0x1	
4	System	0x83056b949760	0x122c	Event	0x1f0003	
4	System	0x830573f23730	0x1230	WaitCompletionPacket	0x1	
4	System	0x83056b85d080	0x123c	Process	0x102a	OfficeClickToR Pid 2072
4	System	0x83056b85d080	0x1240	Process	0x102a	OfficeClickToR Pid 2072
4	System	0x83056a3dc280	0x1244	Process	0x0	services.exe Pid 656
4	System	0xe7860b29b5b0	0x1248	Token	0xf01ff	
4	System	0x83056ba5a040	0x124c	Thread	0x0	Tid 2612 Pid 4
4	System	0x83056ba0fe00	0x1250	IoCompletion	0x1f0003	
4	System	0x83056baf8080	0x1254	Process	0x102a	svchost.exe Pid 2620
4	System	0x83056cdc5be0	0x1258	Event	0x1f0003	
4	System	0x83056baf8080	0x125c	Process	0x1fffff	svchost.exe Pid 2620
4	System	0x83056baf8080	0x1260	Process	0x102a	svchost.exe Pid 2620
4	System	0x83056b9592e0	0x1264	Event	0x1f0003	
4	System	0x83056ba114c0	0x1268	IoCompletion	0x1f0003	
4	System	0x83056ba64970	0x126c	WaitCompletionPacket	0x1	
4	System	0x83056bd020c0	0x1270	Process	0x1fffff	dllhost.exe Pid 2836
4	System	0x83056bd020c0	0x1274	Process	0x102a	dllhost.exe Pid 2836
4	System	0x8305658bfa70	0x1278	WaitCompletionPacket	0x1	
4	System	0x83056e460080	0x127c	Process	0x102a	SearchApp.exe Pid 4272
4	System	0x83056ba153c0	0x1280	IoCompletion	0x1f0003	
4	System	0xe7860b461ee0	0x1284	SymbolicLink	0xf0001	SWD#MSRRAS#MS_PPPOEMINIPORT#{cac88484-7515-4c03-82e6-71a87abac361}
4	System	0xe7860b462120	0x1288	SymbolicLink	0xf0001	SWD#MSRRAS#MS_PPPOEMINIPORT#{ad498944-762f-11d0-8dcb-00c04fc3358c}
4	System	0x83056b9c00c0	0x128c	Process	0x102a	svchost.exe Pid 2380
4	System	0x83056b0b2ac0	0x1290	WaitCompletionPacket	0x1	
4	System	0x83056ba69f90	0x1294	WaitCompletionPacket	0x1	
4	System	0x83056bb64080	0x1298	Process	0x1fffff	svchost.exe Pid 2736
4	System	0x83056b95f0e0	0x129c	Event	0x1f0003	
4	System	0x83056b2460c0	0x12a0	Process	0x102a	svchost.exe Pid 1172
4	System	0x83056b86a080	0x12a4	Process	0x1028	MpDefenderCore Pid 2140
4	System	0xe7860b465f90	0x12a8	SymbolicLink	0xf0001	SWD#MSRRAS#MS_NDISWANIP#{ad498944-762f-11d0-8dcb-00c04fc3358c}
4	System	0xe7860b465690	0x12ac	SymbolicLink	0xf0001	SWD#MSRRAS#MS_NDISWANIP#{cac88484-7515-4c03-82e6-71a87abac361}
4	System	0x83056bc2b2c0	0x12b0	File	0x13008b	\Device\HarddiskVolume2\Windows\System32\LogFiles\WMI\RtBackup\EtwRT1DSListener.etl
4	System	0xe7860b466920	0x12b4	SymbolicLink	0xf0001	SWD#MSRRAS#MS_NDISWANIPV6#{cac88484-7515-4c03-82e6-71a87abac361}
4	System	0xe7860b9c1ce0	0x12b8	SymbolicLink	0xf0001	SWD#MSRRAS#MS_NDISWANBH#{cac88484-7515-4c03-82e6-71a87abac361}
4	System	0x83056ba20ac0	0x12bc	IoCompletion	0x1f0003	
4	System	0x83056ba17c00	0x12c0	IoCompletion	0x1f0003	
4	System	0x83056f4031e0	0x12c4	Event	0x1f0003	
4	System	0x83056b2460c0	0x12c8	Process	0x102a	svchost.exe Pid 1172
4	System	0x830569942f60	0x12cc	Event	0x1f0003	
4	System	0x8305658706d0	0x12d0	WaitCompletionPacket	0x1	
4	System	0x830573f52a00	0x12d4	WaitCompletionPacket	0x1	
4	System	0xe7860b9c17d0	0x12d8	SymbolicLink	0xf0001	SWD#MSRRAS#MS_NDISWANBH#{ad498944-762f-11d0-8dcb-00c04fc3358c}
4	System	0x83056bc866e0	0x12dc	Event	0x1f0003	
4	System	0x83056ba6b3e0	0x12e0	WaitCompletionPacket	0x1	
4	System	0x83056b958460	0x12e4	Event	0x1f0003	
4	System	0x83056baf8080	0x12e8	Process	0x102a	svchost.exe Pid 2620
4	System	0x83056b199080	0x12ec	Process	0x102a	svchost.exe Pid 632
4	System	0x83056b2460c0	0x12f8	Process	0x102a	svchost.exe Pid 1172
4	System	0x83056bb64080	0x12fc	Process	0x102a	svchost.exe Pid 2736
4	System	0x83056bb64080	0x1300	Process	0x102a	svchost.exe Pid 2736
4	System	0x83056b962be0	0x1308	Event	0x1f0003	
4	System	0x83056ba1ba40	0x130c	IoCompletion	0x1f0003	
4	System	0x83056b227430	0x1310	WaitCompletionPacket	0x1	
4	System	0x83056b199080	0x1314	Process	0x102a	svchost.exe Pid 632
4	System	0x83056b86a080	0x1318	Process	0x102a	MpDefenderCore Pid 2140
4	System	0x83056b512460	0x131c	Event	0x1f0003	
4	System	0x8305658bfc10	0x1320	WaitCompletionPacket	0x1	
4	System	0x83056bd020c0	0x1328	Process	0x102a	dllhost.exe Pid 2836
4	System	0x83056bc88de0	0x132c	Event	0x1f0003	
4	System	0x83056bd14bc0	0x1330	IoCompletion	0x1f0003	
4	System	0x83056b0b50f0	0x1334	WaitCompletionPacket	0x1	
4	System	0x83056b199080	0x1338	Process	0x102a	svchost.exe Pid 632
4	System	0x83056b9c00c0	0x1340	Process	0x102a	svchost.exe Pid 2380
4	System	0x83056baf8080	0x1344	Process	0x102a	svchost.exe Pid 2620
4	System	0x83056baf8080	0x1348	Process	0x102a	svchost.exe Pid 2620
4	System	0x83056baf8080	0x134c	Process	0x102a	svchost.exe Pid 2620
4	System	0x83056baf8080	0x1350	Process	0x102a	svchost.exe Pid 2620
4	System	0x83056baf8080	0x1354	Process	0x1fffff	svchost.exe Pid 2620
4	System	0x83056baf8080	0x1358	Process	0x102a	svchost.exe Pid 2620
4	System	0x83056baf8080	0x135c	Process	0x102a	svchost.exe Pid 2620
4	System	0xe7860b76e060	0x1360	Token	0xf01ff	
4	System	0x83056baf8080	0x1364	Process	0x102a	svchost.exe Pid 2620
4	System	0x83056baf8080	0x1368	Process	0x102a	svchost.exe Pid 2620
4	System	0x83056baf8080	0x136c	Process	0x102a	svchost.exe Pid 2620
4	System	0x830571476300	0x1370	Process	0x102a	audiodg.exe Pid 4304
4	System	0x83056c00e210	0x1378	File	0x12019f	\Device\HarddiskVolume2\Users\rashmi\NTUSER.DAT{f41abe3e-6098-11ed-be74-080027ec4824}.TM.blf
4	System	0x83056cc26680	0x137c	IoCompletion	0x1f0003	
4	System	0x83056d45fc60	0x1380	Event	0x1f0003	
4	System	0x8305698e4080	0x138c	Process	0x102a	VBoxTray.exe Pid 4284
4	System	0x8305699584e0	0x1390	Event	0x1f0003	
4	System	0x83056d3f0080	0x1394	Process	0x102a	svchost.exe Pid 4000
4	System	0x83056e6142c0	0x1398	WaitCompletionPacket	0x1	
4	System	0x830573f29a50	0x139c	WaitCompletionPacket	0x1	
4	System	0x83056b22cf30	0x13a0	WaitCompletionPacket	0x1	
4	System	0x83056c5c6080	0x13a4	Process	0x102a	MoUsoCoreWorke Pid 3368
4	System	0x830569da0240	0x13a8	Process	0x102a	RuntimeBroker. Pid 5520
4	System	0x83056cddb060	0x13ac	Event	0x1f0003	
4	System	0x830573634b30	0x13b0	IoCompletionReserve	0xf0003	
4	System	0x83056ea54e70	0x13b4	File	0x12019f	\Device\Tcp
4	System	0x83056d45cae0	0x13b8	Event	0x1f0003	
4	System	0x83056bde70c0	0x13c0	Process	0x1fffff	svchost.exe Pid 3028
4	System	0x83056f41f160	0x13c8	Event	0x1f0003	
4	System	0x83056c69eb40	0x13cc	IoCompletion	0x1f0003	
4	System	0x83056bde70c0	0x13d0	Process	0x102a	svchost.exe Pid 3028
4	System	0x83056bde70c0	0x13d4	Process	0x102a	svchost.exe Pid 3028
4	System	0x83056bc947e0	0x13d8	Event	0x1f0003	
4	System	0x83056bd23740	0x13dc	IoCompletion	0x1f0003	
4	System	0x83056b2de3b0	0x13e0	WaitCompletionPacket	0x1	
4	System	0x83056b86a080	0x13e4	Process	0x102a	MpDefenderCore Pid 2140
4	System	0x83056d54f200	0x13e8	IoCompletion	0x1f0003	
4	System	0xe7860b76e060	0x13ec	Token	0xf01ff	
4	System	0x83056b872080	0x13f4	Process	0x102a	MsMpEng.exe Pid 2168
4	System	0x83056a3ca620	0x13fc	WaitCompletionPacket	0x1	
4	System	0x83056b2460c0	0x1404	Process	0x102a	svchost.exe Pid 1172
4	System	0x83056bde70c0	0x140c	Process	0x102a	svchost.exe Pid 3028
4	System	0x83056bde70c0	0x1410	Process	0x102a	svchost.exe Pid 3028
4	System	0x83056bea0760	0x1414	Event	0x1f0003	
4	System	0x83056b27ed80	0x1418	IoCompletion	0x1f0003	
4	System	0x83056bde70c0	0x141c	Process	0x102a	svchost.exe Pid 3028
4	System	0x830573f4e4f0	0x1420	WaitCompletionPacket	0x1	
4	System	0x830569943be0	0x1424	Event	0x1f0003	
4	System	0x83056d533e40	0x1428	IoCompletion	0x1f0003	
4	System	0x83056bde70c0	0x142c	Process	0x102a	svchost.exe Pid 3028
4	System	0x83056bde70c0	0x1430	Process	0x102a	svchost.exe Pid 3028
4	System	0x83056bde70c0	0x1434	Process	0x102a	svchost.exe Pid 3028
4	System	0x83056ca3fce0	0x1438	Event	0x1f0003	
4	System	0xe7860c8e8be0	0x143c	Directory	0xf000f	00000000-00041699
4	System	0x83056b2460c0	0x1440	Process	0x102a	svchost.exe Pid 1172
4	System	0x83056c5736a0	0x1444	WaitCompletionPacket	0x1	
4	System	0x83056b853080	0x1448	Process	0x102a	svchost.exe Pid 2096
4	System	0x83056b853080	0x144c	Process	0x102a	svchost.exe Pid 2096
4	System	0x83056c00b970	0x1454	File	0x12019f	\Device\HarddiskVolume2\Users\rashmi\NTUSER.DAT{f41abe3e-6098-11ed-be74-080027ec4824}.TMContainer00000000000000000002.regtrans-ms
4	System	0x83056c046a80	0x1460	TmRm	0x1f007f	
4	System	0x83056c00da40	0x1464	File	0x12019f	\Device\HarddiskVolume2\Users\rashmi\NTUSER.DAT{f41abe3e-6098-11ed-be74-080027ec4824}.TMContainer00000000000000000001.regtrans-ms
4	System	0x83056b8e35e0	0x1468	FilterCommunicationPort	0x1f0001	
4	System	0x83056bc3f350	0x146c	File	0x13008b	\Device\HarddiskVolume2\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDiagtrack-Listener.etl
4	System	0x83056f4f4f40	0x1470	IoCompletion	0x1f0003	
4	System	0x83056e0f5c60	0x1478	Event	0x1f0003	
4	System	0x83056dbde080	0x147c	Process	0x102a	SearchFilterHo Pid 7160
4	System	0x83056c7e3080	0x1480	Process	0x102a	dllhost.exe Pid 8560
4	System	0x83056c00c780	0x1488	File	0x12019f	\Device\HarddiskVolume2
4	System	0x830569c81e80	0x148c	IoCompletion	0x1f0003	
4	System	0x83056d472e60	0x1490	Event	0x1f0003	
4	System	0x83056d544080	0x1498	IoCompletion	0x1f0003	
4	System	0x8305658e7a60	0x149c	Event	0x1f0003	
4	System	0x83056e4db240	0x14a0	File	0x12019f	\Device\Tcp
4	System	0x83056b813270	0x14a4	WaitCompletionPacket	0x1	
4	System	0x83056bde8080	0x14b0	Process	0x102a	dasHost.exe Pid 2476
4	System	0x83056586a3b0	0x14b4	WaitCompletionPacket	0x1	
4	System	0x83056e4db3b0	0x14c0	File	0x12019f	\Device\Tcp
4	System	0x830573f33da0	0x14c4	WaitCompletionPacket	0x1	
4	System	0x83056e3e0260	0x14c8	Event	0x1f0003	
4	System	0x830569b7f080	0x14cc	Process	0x102a	powershell.exe Pid 1012
4	System	0x83056bde8080	0x14d0	Process	0x102a	dasHost.exe Pid 2476
4	System	0x830573f32e30	0x14d4	WaitCompletionPacket	0x1	
4	System	0x83056d52dc40	0x14e0	IoCompletion	0x1f0003	
4	System	0x83056c4b3fe0	0x14e8	Event	0x1f0003	
4	System	0x83056e4d7300	0x14f0	File	0x12019f	\Device\Tcp
4	System	0x83056b4e1520	0x14f4	WaitCompletionPacket	0x1	
4	System	0x8305658e72e0	0x14f8	Event	0x1f0003	
4	System	0x83056a3d0600	0x1508	WaitCompletionPacket	0x1	
4	System	0x83056bf47080	0x1510	Process	0x102a	msedge.exe Pid 4076
4	System	0x83056c178660	0x1514	Event	0x1f0003	
4	System	0x83056dd89ac0	0x1518	IoCompletion	0x1f0003	
4	System	0x83056b39e080	0x151c	Process	0x102a	svchost.exe Pid 1720
4	System	0x83056c3c0280	0x1520	IoCompletion	0x1f0003	
4	System	0x830569a312c0	0x1524	Process	0x102a	TiWorker.exe Pid 7764
4	System	0x83056ba6e300	0x1528	WaitCompletionPacket	0x1	
4	System	0x83056be82940	0x152c	IoCompletion	0x1f0003	
4	System	0x83056be9b8e0	0x1530	Event	0x1f0003	
4	System	0x83056f41e760	0x1538	Event	0x1f0003	
4	System	0x83056e3d2060	0x1544	Event	0x1f0003	
4	System	0x83056b5f4080	0x154c	Process	0x102a	RuntimeBroker. Pid 6580
4	System	0x83056c4e7070	0x1560	RawInputManager	0x3	
4	System	0x830573f35530	0x1564	WaitCompletionPacket	0x1	
4	System	0x83056b853080	0x1568	Process	0x1028	svchost.exe Pid 2096
4	System	0x83056bde8080	0x156c	Process	0x1fffff	dasHost.exe Pid 2476
4	System	0xe7860c8e9360	0x1570	Directory	0xf000f	00000000-00041671
4	System	0x830569bfbfe0	0x1574	Event	0x1f0003	
4	System	0x83056bde8080	0x1578	Process	0x102a	dasHost.exe Pid 2476
4	System	0x83056f4eae40	0x157c	IoCompletion	0x1f0003	
4	System	0x83056f427240	0x1580	IoCompletion	0x1f0003	
4	System	0x83056bfb6080	0x1584	Process	0x1fffff	SystemSettings Pid 3984
4	System	0x83056ea58510	0x158c	File	0x12019f	\Device\Tcp
4	System	0x83056bde8080	0x1594	Process	0x102a	dasHost.exe Pid 2476
4	System	0x830569c82100	0x1598	IoCompletion	0x1f0003	
4	System	0xe78612057780	0x15a0	Directory	0xf	S-1-15-2-2668987081-2569674137-3179742174-4270009011-3803107086-2981642713-3349210623
